invoice,sku_code,description,qty,invoice_date,unit_price,customer_id,country,return_value,transaction_type,revenue_amount,customer_status
C558531,22424,Enamel Bread Bin Cream,-1,2011-10-13,12.75,15039,United Kingdom,12.75,Return,-12.75,Registered
C558553,23170,Regency Tea Plate Roses ,-576,2011-10-13,1.45,17949,United Kingdom,835.2,Return,-835.20,Registered
C558559,20749,Assorted Colour Mini Cases,-1,2011-10-13,7.95,17648,United Kingdom,7.95,Return,-7.95,Registered
C558575,22693,Grow A Flytrap Or Sunflower In Tin,-24,2011-10-13,1.25,12674,France,30,Return,-30.00,Registered
C558615,21845,Dairy Maid Stripe Mug,-4,2011-10-13,0.79,17719,United Kingdom,3.16,Return,-3.16,Registered
C558698,20719,Woodland Charlotte Bag,-1,2011-10-14,0.85,16746,United Kingdom,0.85,Return,-0.85,Registered
C558698,23205,Charlotte Bag Vintage Alphabet ,-1,2011-10-14,0.85,16746,United Kingdom,0.85,Return,-0.85,Registered
C558698,20725,Lunch Bag Red Retrospot,-1,2011-10-14,1.65,16746,United Kingdom,1.65,Return,-1.65,Registered
C558712,21735,Two Door Curio Cabinet,-1,2011-10-14,12.75,17338,United Kingdom,12.75,Return,-12.75,Registered
C558712,82482,Wooden Picture Frame White Finish,-2,2011-10-14,2.55,17338,United Kingdom,5.1,Return,-5.10,Registered
C558716,51014L,"Feather Pen,Light Pink",-12,2011-10-14,0.39,17888,United Kingdom,4.68,Return,-4.68,Registered
C558716,23002,Travel Card Wallet Skulls,-24,2011-10-14,0.42,17888,United Kingdom,10.08,Return,-10.08,Registered
C558716,22998,Travel Card Wallet Keep Calm,-24,2011-10-14,0.42,17888,United Kingdom,10.08,Return,-10.08,Registered
C558716,22997,Travel Card Wallet Union Jack,-24,2011-10-14,0.42,17888,United Kingdom,10.08,Return,-10.08,Registered
C558716,22992,Revolver Wooden Ruler ,-12,2011-10-14,1.95,17888,United Kingdom,23.4,Return,-23.40,Registered
C558716,22418,10 Colour Spaceboy Pen,-10,2011-10-14,0.85,17888,United Kingdom,8.5,Return,-8.50,Registered
C558716,22374,Airline Bag Vintage Jet Set Red,-2,2011-10-14,4.25,17888,United Kingdom,8.5,Return,-8.50,Registered
C558716,22372,Airline Bag Vintage World Champion ,-1,2011-10-14,4.25,17888,United Kingdom,4.25,Return,-4.25,Registered
C558716,22371,Airline Bag Vintage Tokyo 78,-2,2011-10-14,4.25,17888,United Kingdom,8.5,Return,-8.50,Registered
C558716,21829,Dinosaur Keyrings Assorted,-108,2011-10-14,0.21,17888,United Kingdom,22.68,Return,-22.68,Registered
C558716,16259,Piece Of Camo Stationery Set,-108,2011-10-14,0.08,17888,United Kingdom,8.64,Return,-8.64,Registered
C558716,10133,Colouring Pencils Brown Tube,-10,2011-10-14,0.42,17888,United Kingdom,4.2,Return,-4.20,Registered
C558722,22838,3 Tier Cake Tin Red And Cream,-12,2011-10-14,12.75,12901,United Kingdom,153,Return,-153.00,Registered
C558726,17003,Brocade Ring Purse ,-1,2011-10-14,57.60,16422,United Kingdom,57.6,Return,-57.60,Registered
C558727,22333,Retrospot Party Bag + Sticker Set,-1,2011-10-14,1.65,12709,Germany,1.65,Return,-1.65,Registered
C558727,22423,Regency Cakestand 3 Tier,-1,2011-10-14,10.95,12709,Germany,10.95,Return,-10.95,Registered
C558727,21658,Glass  Beurre Dish,-2,2011-10-14,3.39,12709,Germany,6.78,Return,-6.78,Registered
C558727,22605,Wooden Croquet Garden Set,-1,2011-10-14,10.95,12709,Germany,10.95,Return,-10.95,Registered
C558727,20914,Set/5 Red Retrospot Lid Glass Bowls,-1,2011-10-14,2.55,12709,Germany,2.55,Return,-2.55,Registered
C558727,23168,Classic Cafe Sugar Dispenser,-1,2011-10-14,1.25,12709,Germany,1.25,Return,-1.25,Registered
C558733,22990,Cotton Apron Pantry Design,-3,2011-10-14,4.95,16498,United Kingdom,14.85,Return,-14.85,Registered
C558735,22424,Enamel Bread Bin Cream,-1,2011-10-14,12.75,16700,United Kingdom,12.75,Return,-12.75,Registered
C558736,82484,Wood Black Board Ant White Finish,-1,2011-10-14,7.95,18075,United Kingdom,7.95,Return,-7.95,Registered
C558736,23146,Triple Hook Antique Ivory Rose,-2,2011-10-14,3.29,18075,United Kingdom,6.58,Return,-6.58,Registered
C558736,21471,Strawberry Raffia Food Cover,-1,2011-10-14,3.75,18075,United Kingdom,3.75,Return,-3.75,Registered
C558739,84970S,Hanging Heart Zinc T-Light Holder,-12,2011-10-14,0.85,16570,United Kingdom,10.2,Return,-10.20,Registered
C558739,84755,Colour Glass T-Light Holder Hanging,-20,2011-10-14,0.65,16570,United Kingdom,13,Return,-13.00,Registered
C558745,20712,Jumbo Bag Woodland Animals,-1,2011-10-14,2.08,14415,United Kingdom,2.08,Return,-2.08,Registered
C558745,22377,Bottle Bag Retrospot ,-8,2011-10-14,2.10,14415,United Kingdom,16.8,Return,-16.80,Registered
C558745,20723,Strawberry Charlotte Bag,-9,2011-10-14,0.85,14415,United Kingdom,7.65,Return,-7.65,Registered
C558745,22243,5 Hook Hanger Red Magic Toadstool,-1,2011-10-14,1.65,14415,United Kingdom,1.65,Return,-1.65,Registered
C558745,21314,Small Glass Heart Trinket Pot,-1,2011-10-14,2.10,14415,United Kingdom,2.1,Return,-2.10,Registered
C558745,21733,Red Hanging Heart T-Light Holder,-1,2011-10-14,2.95,14415,United Kingdom,2.95,Return,-2.95,Registered
C558745,21844,Red Retrospot Mug,-1,2011-10-14,2.95,14415,United Kingdom,2.95,Return,-2.95,Registered
C558745,23182,Toilet Sign Occupied Or Vacant,-1,2011-10-14,0.83,14415,United Kingdom,0.83,Return,-0.83,Registered
C558753,37500,Tea Time Teapot In Gift Box,-1,2011-10-14,4.95,15033,United Kingdom,4.95,Return,-4.95,Registered
C558753,21359,Relax Large Wood Letters,-1,2011-10-14,3.95,15033,United Kingdom,3.95,Return,-3.95,Registered
C558753,21364,Peace Small Wood Letters,-1,2011-10-14,6.75,15033,United Kingdom,6.75,Return,-6.75,Registered
C558764,23243,Set Of Tea Coffee Sugar Tins Pantry,-8,2011-10-14,4.95,15023,United Kingdom,39.6,Return,-39.60,Registered
C558859,22781,Gumball Magazine Rack,-1,2011-10-16,7.65,17841,United Kingdom,7.65,Return,-7.65,Registered
C558882,23089,Glass Bon Bon Jar,-5,2011-10-17,1.65,13767,United Kingdom,8.25,Return,-8.25,Registered
C558882,21314,Small Glass Heart Trinket Pot,-3,2011-10-17,2.10,13767,United Kingdom,6.3,Return,-6.30,Registered
C558883,23108,Set Of 10 Led Dolly Lights,-4,2011-10-17,6.25,17063,United Kingdom,25,Return,-25.00,Registered
C558884,22890,Novelty Biscuits Cake Stand 3 Tier,-1,2011-10-17,8.50,13763,United Kingdom,8.5,Return,-8.50,Registered
C558898,22798,Antique Glass Dressing Table Pot,-1,2011-10-17,2.95,14952,United Kingdom,2.95,Return,-2.95,Registered
C558898,22667,Recipe Box Retrospot ,-1,2011-10-17,2.95,14952,United Kingdom,2.95,Return,-2.95,Registered
C558898,22637,Piggy Bank Retrospot ,-8,2011-10-17,2.55,14952,United Kingdom,20.4,Return,-20.40,Registered
C558899,22927,Green Giant Garden Thermometer,-1,2011-10-17,5.95,14338,United Kingdom,5.95,Return,-5.95,Registered
C558901,22456,Natural Slate Chalkboard Large ,-1,2011-10-17,4.95,18171,United Kingdom,4.95,Return,-4.95,Registered
C558903,22492,Mini Paint Set Vintage ,-1,2011-10-17,0.65,13115,United Kingdom,0.65,Return,-0.65,Registered
C558905,72760B,Vintage Cream 3 Basket Cake Stand,-1,2011-10-17,9.95,13826,United Kingdom,9.95,Return,-9.95,Registered
C558969,22727,Alarm Clock Bakelike Red ,-1,2011-10-17,3.75,16729,United Kingdom,3.75,Return,-3.75,Registered
C558969,22728,Alarm Clock Bakelike Pink,-1,2011-10-17,3.75,16729,United Kingdom,3.75,Return,-3.75,Registered
C559003,22801,Antique Glass Pedestal Bowl,-6,2011-10-17,3.75,13089,United Kingdom,22.5,Return,-22.50,Registered
C559007,21928,Jumbo Bag Scandinavian Blue Paisley,-11,2011-10-17,2.08,13534,United Kingdom,22.88,Return,-22.88,Registered
C559007,23110,Parisienne Key Cabinet ,-2,2011-10-17,5.75,13534,United Kingdom,11.5,Return,-11.50,Registered
C559008,22570,Feltcraft Cushion Rabbit,-1,2011-10-17,3.75,15518,United Kingdom,3.75,Return,-3.75,Registered
C559008,22568,Feltcraft Cushion Owl,-1,2011-10-17,3.75,15518,United Kingdom,3.75,Return,-3.75,Registered
C559012,22900,Set 2 Tea Towels I Love London ,-6,2011-10-17,3.25,17017,United Kingdom,19.5,Return,-19.50,Registered
C559012,23122,Party Charms 50 Pieces,-1,2011-10-17,0.83,17017,United Kingdom,0.83,Return,-0.83,Registered
C559012,22971,Queens Guard Coffee Mug,-3,2011-10-17,2.55,17017,United Kingdom,7.65,Return,-7.65,Registered
C559019,21810,Christmas Hanging Star With Bell,-48,2011-10-17,1.25,14034,United Kingdom,60,Return,-60.00,Registered
C559019,23212,Heart Wreath Decoration With Bell,-36,2011-10-17,1.25,14034,United Kingdom,45,Return,-45.00,Registered
C559019,21824,Painted Metal Star With Holly Bells,-24,2011-10-17,1.45,14034,United Kingdom,34.8,Return,-34.80,Registered
C559022,22465,Hanging Metal Star Lantern,-3,2011-10-17,1.65,13021,United Kingdom,4.95,Return,-4.95,Registered
C559030,84510A,Set Of 4 English Rose Coasters,-1,2011-10-17,1.25,16571,United Kingdom,1.25,Return,-1.25,Registered
C559030,23240,Set Of 4 Knick Knack Tins Doiley ,-2,2011-10-17,4.15,16571,United Kingdom,8.3,Return,-8.30,Registered
C559030,22720,Set Of 3 Cake Tins Pantry Design ,-1,2011-10-17,4.95,16571,United Kingdom,4.95,Return,-4.95,Registered
C559030,22645,Ceramic Heart Fairy Cake Money Bank,-2,2011-10-17,1.45,16571,United Kingdom,2.9,Return,-2.90,Registered
C559030,21915,Red  Harmonica In Box ,-1,2011-10-17,1.25,16571,United Kingdom,1.25,Return,-1.25,Registered
C559030,21868,Potting Shed Tea Mug,-2,2011-10-17,1.25,16571,United Kingdom,2.5,Return,-2.50,Registered
C559030,21794,Classic French Style Basket Natural,-2,2011-10-17,3.95,16571,United Kingdom,7.9,Return,-7.90,Registered
C559030,20984,12 Pencils Tall Tube Posy,-24,2011-10-17,0.29,16571,United Kingdom,6.96,Return,-6.96,Registered
C559031,82580,Bathroom Metal Sign,-250,2011-10-17,0.42,15985,United Kingdom,105,Return,-105.00,Registered
C559033,22760,"Tray, Breakfast In Bed",-1,2011-10-17,10.95,17389,United Kingdom,10.95,Return,-10.95,Registered
C559049,23079,Toadstool Bedside Light ,-2,2011-10-17,8.95,12494,France,17.9,Return,-17.90,Registered
C559059,23444,Next Day Carriage,-1,2011-10-18,15.00,13338,United Kingdom,15,Return,-15.00,Registered
C559079,21927,Blue/Cream Stripe Cushion Cover ,-1,2011-10-18,1.25,17841,United Kingdom,1.25,Return,-1.25,Registered
C559079,46000M,Polyester Filler Pad 45X45Cm,-1,2011-10-18,1.55,17841,United Kingdom,1.55,Return,-1.55,Registered
C559079,46138B,Blue Chenille Shaggy Cushion Cover ,-3,2011-10-18,0.85,17841,United Kingdom,2.55,Return,-2.55,Registered
C559079,23148,Miniature Antique Rose Hook Ivory,-1,2011-10-18,0.83,17841,United Kingdom,0.83,Return,-0.83,Registered
C559079,84509A,Set Of 4 English Rose Placemats,-1,2011-10-18,3.75,17841,United Kingdom,3.75,Return,-3.75,Registered
C559105,23202,Jumbo Bag Vintage Leaf,-1,2011-10-18,2.08,16393,United Kingdom,2.08,Return,-2.08,Registered
C559105,20726,Lunch Bag Woodland,-1,2011-10-18,1.65,16393,United Kingdom,1.65,Return,-1.65,Registered
C559105,20728,Lunch Bag Cars Blue,-1,2011-10-18,1.65,16393,United Kingdom,1.65,Return,-1.65,Registered
C559105,22138,Baking Set 9 Piece Retrospot ,-3,2011-10-18,4.95,16393,United Kingdom,14.85,Return,-14.85,Registered
C559136,22139,Retrospot Tea Set Ceramic 11 Pc ,-1,2011-10-18,4.25,17511,United Kingdom,4.25,Return,-4.25,Registered
C559136,37340,Multicolour Spring Flower Mug,-1,2011-10-18,0.39,17511,United Kingdom,0.39,Return,-0.39,Registered
C559136,84970S,Hanging Heart Zinc T-Light Holder,-5,2011-10-18,0.64,17511,United Kingdom,3.2,Return,-3.20,Registered
C559136,23108,Set Of 10 Led Dolly Lights,-1,2011-10-18,5.39,17511,United Kingdom,5.39,Return,-5.39,Registered
C559136,22197,Popcorn Holder,-2,2011-10-18,0.72,17511,United Kingdom,1.44,Return,-1.44,Registered
C559136,23288,Green Vintage Spot Beaker,-1,2011-10-18,0.72,17511,United Kingdom,0.72,Return,-0.72,Registered
C559136,21788,Kids Rain Mac Blue,-1,2011-10-18,0.65,17511,United Kingdom,0.65,Return,-0.65,Registered
C559136,22383,Lunch Bag Suki Design ,-1,2011-10-18,1.45,17511,United Kingdom,1.45,Return,-1.45,Registered
C559140,21974,Set Of 36 Paisley Flower Doilies,-12,2011-10-18,1.45,13420,United Kingdom,17.4,Return,-17.40,Registered
C559149,21936,Red Retrospot Picnic Bag,-5,2011-10-18,2.95,17469,United Kingdom,14.75,Return,-14.75,Registered
C559149,23146,Triple Hook Antique Ivory Rose,-4,2011-10-18,3.29,17469,United Kingdom,13.16,Return,-13.16,Registered
C559175,22960,Jam Making Set With Jars,-11,2011-10-18,4.25,12507,Spain,46.75,Return,-46.75,Registered
C559189,22232,Jigsaw Toadstools 3 Piece,-16,2011-10-18,0.59,12626,Germany,9.44,Return,-9.44,Registered
C559189,22028,Penny Farthing Birthday Card,-12,2011-10-18,0.42,12626,Germany,5.04,Return,-5.04,Registered
C559193,22659,Lunch Box I Love London,-1,2011-10-18,1.95,12379,Belgium,1.95,Return,-1.95,Registered
C559252,84078A,Set/4 White Retro Storage Cubes ,-4,2011-10-18,34.95,12980,United Kingdom,139.8,Return,-139.80,Registered
C559253,23237,Set Of 4 Knick Knack Tins Leaf,-1,2011-10-18,4.15,12472,Germany,4.15,Return,-4.15,Registered
C559253,23236,Doiley Storage Tin,-1,2011-10-18,2.89,12472,Germany,2.89,Return,-2.89,Registered
C559253,22556,Plasters In Tin Circus Parade ,-1,2011-10-18,1.65,12472,Germany,1.65,Return,-1.65,Registered
C559253,22467,Gumball Coat Rack,-2,2011-10-18,2.55,12472,Germany,5.1,Return,-5.10,Registered
C559253,22430,Enamel Watering Can Cream,-1,2011-10-18,4.95,12472,Germany,4.95,Return,-4.95,Registered
C559253,22333,Retrospot Party Bag + Sticker Set,-1,2011-10-18,1.65,12472,Germany,1.65,Return,-1.65,Registered
C559253,22326,Round Snack Boxes Set Of4 Woodland ,-1,2011-10-18,2.95,12472,Germany,2.95,Return,-2.95,Registered
C559253,21671,Red Spot Ceramic Drawer Knob,-2,2011-10-18,1.25,12472,Germany,2.5,Return,-2.50,Registered
C559253,21669,Blue Stripe Ceramic Drawer Knob,-1,2011-10-18,1.25,12472,Germany,1.25,Return,-1.25,Registered
C559294,23242,Treasure Tin Buffalo Bill ,-20,2011-10-18,2.08,17861,United Kingdom,41.6,Return,-41.60,Registered
C559303,22367,Childrens Apron Spaceboy Design,-2,2011-10-18,1.95,13510,United Kingdom,3.9,Return,-3.90,Registered
C559303,23168,Classic Cafe Sugar Dispenser,-2,2011-10-18,1.25,13510,United Kingdom,2.5,Return,-2.50,Registered
C559309,22727,Alarm Clock Bakelike Red ,-4,2011-10-18,3.75,17719,United Kingdom,15,Return,-15.00,Registered
C559334,20897,Vintage Notebook Paris Days,-6,2011-10-18,2.95,16581,United Kingdom,17.7,Return,-17.70,Registered
C559334,20898,Vintage Notebook Travelogue,-6,2011-10-18,2.95,16581,United Kingdom,17.7,Return,-17.70,Registered
C559344,22606,Wooden Skittles Garden Set,-1,2011-10-19,15.95,17837,United Kingdom,15.95,Return,-15.95,Registered
C559345,21439,Basket Of Toadstools,-408,2011-10-19,1.06,13984,United Kingdom,432.48,Return,-432.48,Registered
C559347,85159A,"Black Tea,Coffee,Sugar Jars",-24,2011-10-19,1.95,18072,United Kingdom,46.8,Return,-46.80,Registered
C559347,85032D,Yuletide Images Gift Wrap Set,-12,2011-10-19,0.65,18072,United Kingdom,7.8,Return,-7.80,Registered
C559347,35965,Folkart Heart Napkin Rings,-24,2011-10-19,0.79,18072,United Kingdom,18.96,Return,-18.96,Registered
C559347,22771,Clear Drawer Knob Acrylic Edwardian,-12,2011-10-19,1.25,18072,United Kingdom,15,Return,-15.00,Registered
C559347,22209,Wood Stamp Set Happy Birthday,-12,2011-10-19,0.83,18072,United Kingdom,9.96,Return,-9.96,Registered
C559347,22208,Wood Stamp Set Thank You,-12,2011-10-19,0.83,18072,United Kingdom,9.96,Return,-9.96,Registered
C559347,22161,Heart Decoration Rustic Hanging ,-24,2011-10-19,0.19,18072,United Kingdom,4.56,Return,-4.56,Registered
C559347,21673,White Spot Blue Ceramic Drawer Knob,-24,2011-10-19,1.25,18072,United Kingdom,30,Return,-30.00,Registered
C559347,21672,White Spot Red Ceramic Drawer Knob,-12,2011-10-19,1.25,18072,United Kingdom,15,Return,-15.00,Registered
C559347,21671,Red Spot Ceramic Drawer Knob,-12,2011-10-19,1.25,18072,United Kingdom,15,Return,-15.00,Registered
C559347,21670,Blue Spot Ceramic Drawer Knob,-12,2011-10-19,1.25,18072,United Kingdom,15,Return,-15.00,Registered
C559347,21373,Mirrored Wall Art Snowflakes,-12,2011-10-19,0.75,18072,United Kingdom,9,Return,-9.00,Registered
C559347,20840,French Floral Cushion Cover ,-12,2011-10-19,0.85,18072,United Kingdom,10.2,Return,-10.20,Registered
C559347,20838,French Lattice Cushion Cover ,-12,2011-10-19,0.85,18072,United Kingdom,10.2,Return,-10.20,Registered
C559347,20836,French Paisley Cushion Cover,-12,2011-10-19,0.83,18072,United Kingdom,9.96,Return,-9.96,Registered
C559348,47594A,Carousel Design Washbag,-1,2011-10-19,1.95,16550,United Kingdom,1.95,Return,-1.95,Registered
C559348,75049L,Large Circular Mirror Mobile,-2,2011-10-19,0.85,16550,United Kingdom,1.7,Return,-1.70,Registered
C559351,23275,Set Of 3 Hanging Owls Ollie Beak,-48,2011-10-19,1.25,13408,United Kingdom,60,Return,-60.00,Registered
C559417,22617,Baking Set Spaceboy Design,-1,2011-10-19,4.95,13115,United Kingdom,4.95,Return,-4.95,Registered
C559461,21427,Skulls Storage Box Small,-1,2011-10-19,2.10,14680,United Kingdom,2.1,Return,-2.10,Registered
C559461,21930,Jumbo Storage Bag Skulls,-1,2011-10-19,2.08,14680,United Kingdom,2.08,Return,-2.08,Registered
C559461,23201,Jumbo Bag Alphabet,-1,2011-10-19,2.08,14680,United Kingdom,2.08,Return,-2.08,Registered
C559461,22383,Lunch Bag Suki Design ,-1,2011-10-19,1.65,14680,United Kingdom,1.65,Return,-1.65,Registered
C559461,22384,Lunch Bag Pink Polkadot,-1,2011-10-19,1.65,14680,United Kingdom,1.65,Return,-1.65,Registered
C559461,20727,Lunch Bag  Black Skull.,-1,2011-10-19,1.65,14680,United Kingdom,1.65,Return,-1.65,Registered
C559461,85099B,Jumbo Bag Red Retrospot,-2,2011-10-19,2.08,14680,United Kingdom,4.16,Return,-4.16,Registered
C559461,20725,Lunch Bag Red Retrospot,-10,2011-10-19,1.65,14680,United Kingdom,16.5,Return,-16.50,Registered
C559461,20726,Lunch Bag Woodland,-3,2011-10-19,1.65,14680,United Kingdom,4.95,Return,-4.95,Registered
C559461,22628,Picnic Boxes Set Of 3 Retrospot ,-1,2011-10-19,4.95,14680,United Kingdom,4.95,Return,-4.95,Registered
C559467,21464,Disco Ball Rotator Battery Operated,-1,2011-10-19,4.25,13078,United Kingdom,4.25,Return,-4.25,Registered
C559468,75049L,Large Circular Mirror Mobile,-13,2011-10-19,1.25,14905,United Kingdom,16.25,Return,-16.25,Registered
C559470,22193,Red Diner Wall Clock,-1,2011-10-19,8.50,15615,United Kingdom,8.5,Return,-8.50,Registered
C559473,71477,Colour Glass. Star T-Light Holder,-1,2011-10-19,2.75,13769,United Kingdom,2.75,Return,-2.75,Registered
C559474,22726,Alarm Clock Bakelike Green,-1,2011-10-19,3.75,13078,United Kingdom,3.75,Return,-3.75,Registered
C559474,22727,Alarm Clock Bakelike Red ,-1,2011-10-19,3.75,13078,United Kingdom,3.75,Return,-3.75,Registered
C559486,23245,Set Of 3 Regency Cake Tins,-2,2011-10-19,4.95,13047,United Kingdom,9.9,Return,-9.90,Registered
C559486,23236,Doiley Storage Tin,-1,2011-10-19,2.89,13047,United Kingdom,2.89,Return,-2.89,Registered
C559486,23110,Parisienne Key Cabinet ,-2,2011-10-19,5.75,13047,United Kingdom,11.5,Return,-11.50,Registered
C559486,23118,Parisienne Jewellery Drawer ,-1,2011-10-19,7.50,13047,United Kingdom,7.5,Return,-7.50,Registered
C559486,22423,Regency Cakestand 3 Tier,-1,2011-10-19,12.75,13047,United Kingdom,12.75,Return,-12.75,Registered
C559486,23028,Drawer Knob Crackle Glaze Blue,-1,2011-10-19,1.65,13047,United Kingdom,1.65,Return,-1.65,Registered
C559486,22720,Set Of 3 Cake Tins Pantry Design ,-1,2011-10-19,4.95,13047,United Kingdom,4.95,Return,-4.95,Registered
C559486,23029,Drawer Knob Crackle Glaze Green,-1,2011-10-19,1.65,13047,United Kingdom,1.65,Return,-1.65,Registered
C559486,85123A,White Hanging Heart T-Light Holder,-1,2011-10-19,2.95,13047,United Kingdom,2.95,Return,-2.95,Registered
C559486,23111,Parisienne Sewing Box,-1,2011-10-19,12.50,13047,United Kingdom,12.5,Return,-12.50,Registered
C559486,23112,Parisienne Curio Cabinet,-2,2011-10-19,7.50,13047,United Kingdom,15,Return,-15.00,Registered
C559495,23288,Green Vintage Spot Beaker,-1,2011-10-19,0.85,14267,United Kingdom,0.85,Return,-0.85,Registered
C559495,23245,Set Of 3 Regency Cake Tins,-1,2011-10-19,4.95,14267,United Kingdom,4.95,Return,-4.95,Registered
C559498,21931,Jumbo Storage Bag Suki,-2,2011-10-19,2.08,15078,United Kingdom,4.16,Return,-4.16,Registered
C559498,23245,Set Of 3 Regency Cake Tins,-2,2011-10-19,4.95,15078,United Kingdom,9.9,Return,-9.90,Registered
C559500,21735,Two Door Curio Cabinet,-1,2011-10-19,12.75,14016,EIRE,12.75,Return,-12.75,Registered
C559502,22427,Enamel Flower Jug Cream,-2,2011-10-19,5.95,13338,United Kingdom,11.9,Return,-11.90,Registered
C559502,22423,Regency Cakestand 3 Tier,-1,2011-10-19,12.75,13338,United Kingdom,12.75,Return,-12.75,Registered
C559502,21913,Vintage Seaside Jigsaw Puzzles,-1,2011-10-19,3.75,13338,United Kingdom,3.75,Return,-3.75,Registered
C559502,22362,Glass Jar Peacock Bath Salts,-4,2011-10-19,2.95,13338,United Kingdom,11.8,Return,-11.80,Registered
C559530,22655,Vintage Red Kitchen Cabinet,-1,2011-10-20,125.00,14808,United Kingdom,125,Return,-125.00,Registered
C559531,22846,Bread Bin Diner Style Red ,-1,2011-10-20,16.95,14808,United Kingdom,16.95,Return,-16.95,Registered
C559533,20914,Set/5 Red Retrospot Lid Glass Bowls,-1,2011-10-20,2.95,17126,United Kingdom,2.95,Return,-2.95,Registered
C559534,47594B,Scotties Design Washbag,-2,2011-10-20,1.95,16283,United Kingdom,3.9,Return,-3.90,Registered
C559540,21850,Blue  Diamante Pen In Gift Box,-36,2011-10-20,4.25,18024,United Kingdom,153,Return,-153.00,Registered
C559568,22423,Regency Cakestand 3 Tier,-1,2011-10-20,12.75,13627,United Kingdom,12.75,Return,-12.75,Registered
C559608,22158,3 Hearts Hanging Decoration Rustic,-3,2011-10-20,2.95,14690,United Kingdom,8.85,Return,-8.85,Registered
C559608,84879,Assorted Colour Bird Ornament,-1,2011-10-20,1.69,14690,United Kingdom,1.69,Return,-1.69,Registered
C559608,22581,Wood Stocking Christmas Scandispot,-2,2011-10-20,0.85,14690,United Kingdom,1.7,Return,-1.70,Registered
C559608,22601,Christmas Retrospot Angel Wood,-1,2011-10-20,0.85,14690,United Kingdom,0.85,Return,-0.85,Registered
C559651,22294,Heart Filigree Dove  Small,-24,2011-10-20,1.25,13184,United Kingdom,30,Return,-30.00,Registered
C559659,23243,Set Of Tea Coffee Sugar Tins Pantry,-1,2011-10-20,4.95,14796,United Kingdom,4.95,Return,-4.95,Registered
C559659,21166,Cook With Wine Metal Sign ,-1,2011-10-20,2.08,14796,United Kingdom,2.08,Return,-2.08,Registered
C559663,22649,Strawberry Fairy Cake Teapot,-1,2011-10-20,4.95,17706,United Kingdom,4.95,Return,-4.95,Registered
C559663,22191,Ivory Diner Wall Clock,-1,2011-10-20,8.50,17706,United Kingdom,8.5,Return,-8.50,Registered
C559663,22072,Red Retrospot Tea Cup And Saucer ,-2,2011-10-20,3.75,17706,United Kingdom,7.5,Return,-7.50,Registered
C559664,21703,Bag 125G Swirly Marbles,-1,2011-10-20,0.42,18142,United Kingdom,0.42,Return,-0.42,Registered
C559664,22149,Feltcraft 6 Flower Friends,-1,2011-10-20,2.10,18142,United Kingdom,2.1,Return,-2.10,Registered
C559666,23207,Lunch Bag Alphabet Design,-1,2011-10-20,1.65,14389,United Kingdom,1.65,Return,-1.65,Registered
C559666,22661,Charlotte Bag Dolly Girl Design,-1,2011-10-20,0.85,14389,United Kingdom,0.85,Return,-0.85,Registered
C559666,22383,Lunch Bag Suki Design ,-2,2011-10-20,1.65,14389,United Kingdom,3.3,Return,-3.30,Registered
C559667,23168,Classic Cafe Sugar Dispenser,-2,2011-10-20,1.25,13267,United Kingdom,2.5,Return,-2.50,Registered
C559667,22699,Roses Regency Teacup And Saucer ,-2,2011-10-20,2.95,13267,United Kingdom,5.9,Return,-5.90,Registered
C559670,23031,Drawer Knob Crackle Glaze Pink,-2,2011-10-20,1.65,16033,United Kingdom,3.3,Return,-3.30,Registered
C559670,22670,French Wc Sign Blue Metal,-1,2011-10-20,1.25,16033,United Kingdom,1.25,Return,-1.25,Registered
C559670,22667,Recipe Box Retrospot ,-1,2011-10-20,2.95,16033,United Kingdom,2.95,Return,-2.95,Registered
C559675,46138B,Blue Chenille Shaggy Cushion Cover ,-10,2011-10-20,0.85,13745,United Kingdom,8.5,Return,-8.50,Registered
C559683,82486,Wood S/3 Cabinet Ant White Finish,-1,2011-10-20,8.95,17337,United Kingdom,8.95,Return,-8.95,Registered
C559705,20725,Lunch Bag Red Retrospot,-1,2011-10-21,1.65,15719,United Kingdom,1.65,Return,-1.65,Registered
C559738,22607,Wooden Rounders Garden Set ,-1,2011-10-21,9.95,18193,United Kingdom,9.95,Return,-9.95,Registered
C559739,17003,Brocade Ring Purse ,-1,2011-10-21,57.60,16422,United Kingdom,57.6,Return,-57.60,Registered
C559740,20985,Heart Calculator,-3,2011-10-21,1.06,17381,United Kingdom,3.18,Return,-3.18,Registered
C559741,72741,Grand Chocolatecandle,-1,2011-10-21,1.45,13013,United Kingdom,1.45,Return,-1.45,Registered
C559741,22978,Pantry Rolling Pin,-1,2011-10-21,3.75,13013,United Kingdom,3.75,Return,-3.75,Registered
C559742,22989,Set 2 Pantry Design Tea Towels,-6,2011-10-21,3.25,14267,United Kingdom,19.5,Return,-19.50,Registered
C559742,22960,Jam Making Set With Jars,-12,2011-10-21,3.75,14267,United Kingdom,45,Return,-45.00,Registered
C559742,22956,36 Foil Heart Cake Cases,-6,2011-10-21,2.10,14267,United Kingdom,12.6,Return,-12.60,Registered
C559742,22666,Recipe Box Pantry Yellow Design,-6,2011-10-21,2.95,14267,United Kingdom,17.7,Return,-17.70,Registered
C559742,22423,Regency Cakestand 3 Tier,-6,2011-10-21,12.75,14267,United Kingdom,76.5,Return,-76.50,Registered
