invoice,shipping_code,shipping_type,qty,invoice_date,unit_price,customer_id,country,shipping_direction,transaction_type,revenue_amount,customer_status
556826,DOT,Dotcom Postage,1,2011-09-22,277.00,,United Kingdom,Charge,Positive,277.00,Guest/Unknown
556829,POST,Postage,3,2011-09-22,28.00,12809.00,Portugal,Charge,Positive,84.00,Registered
556883,C2,Carriage,1,2011-09-22,50.00,13343.00,United Kingdom,Charge,Positive,50.00,Registered
556886,POST,Postage,2,2011-09-22,18.00,12624.00,France,Charge,Positive,36.00,Registered
556932,DOT,Dotcom Postage,1,2011-09-23,141.03,,United Kingdom,Charge,Positive,141.03,Guest/Unknown
556969,C2,Carriage,1,2011-09-23,25.00,16257.00,United Kingdom,Charge,Positive,25.00,Registered
557007,POST,Postage,7,2011-09-23,28.00,12484.00,Spain,Charge,Positive,196.00,Registered
557027,POST,Postage,2,2011-09-23,40.00,12816.00,Poland,Charge,Positive,80.00,Registered
557055,POST,Postage,2,2011-09-23,18.00,12621.00,Germany,Charge,Positive,36.00,Registered
557069,POST,Postage,3,2011-09-23,18.00,12562.00,France,Charge,Positive,54.00,Registered
557112,DOT,Dotcom Postage,1,2011-09-23,273.01,,United Kingdom,Charge,Positive,273.01,Guest/Unknown
557136,C2,Carriage,1,2011-09-23,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
557147,POST,Postage,4,2011-09-23,15.00,12408.00,Belgium,Charge,Positive,60.00,Registered
557232,POST,Postage,2,2011-09-25,18.00,12463.00,Belgium,Charge,Positive,36.00,Registered
557295,POST,Postage,1,2011-09-25,18.00,12724.00,France,Charge,Positive,18.00,Registered
557297,POST,Postage,2,2011-09-25,28.00,12421.00,Spain,Charge,Positive,56.00,Registered
557314,POST,Postage,1,2011-09-25,28.00,12541.00,Spain,Charge,Positive,28.00,Registered
557318,C2,Carriage,1,2011-09-25,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
557324,DOT,Dotcom Postage,1,2011-09-25,212.33,,United Kingdom,Charge,Positive,212.33,Guest/Unknown
557427,POST,Postage,9,2011-09-26,18.00,12429.00,Denmark,Charge,Positive,162.00,Registered
557466,POST,Postage,11,2011-09-26,18.00,13815.00,Germany,Charge,Positive,198.00,Registered
557480,DOT,Dotcom Postage,1,2011-09-26,86.38,,United Kingdom,Charge,Positive,86.38,Guest/Unknown
557481,DOT,Dotcom Postage,1,2011-09-26,130.63,,United Kingdom,Charge,Positive,130.63,Guest/Unknown
557482,DOT,Dotcom Postage,1,2011-09-26,57.58,,United Kingdom,Charge,Positive,57.58,Guest/Unknown
557483,POST,Postage,1,2011-09-26,18.00,12643.00,France,Charge,Positive,18.00,Registered
557489,POST,Postage,3,2011-09-26,18.00,12490.00,France,Charge,Positive,54.00,Registered
557493,DOT,Dotcom Postage,1,2011-09-26,132.33,,United Kingdom,Charge,Positive,132.33,Guest/Unknown
557494,DOT,Dotcom Postage,1,2011-09-26,182.38,,United Kingdom,Charge,Positive,182.38,Guest/Unknown
557495,DOT,Dotcom Postage,1,2011-09-26,26.33,,United Kingdom,Charge,Positive,26.33,Guest/Unknown
557496,DOT,Dotcom Postage,1,2011-09-26,101.17,,United Kingdom,Charge,Positive,101.17,Guest/Unknown
557497,DOT,Dotcom Postage,1,2011-09-26,46.13,,United Kingdom,Charge,Positive,46.13,Guest/Unknown
557500,DOT,Dotcom Postage,1,2011-09-26,167.02,,United Kingdom,Charge,Positive,167.02,Guest/Unknown
557502,DOT,Dotcom Postage,1,2011-09-26,173.30,,United Kingdom,Charge,Positive,173.30,Guest/Unknown
557525,POST,Postage,3,2011-09-27,15.00,12759.00,Netherlands,Charge,Positive,45.00,Registered
557569,POST,Postage,2,2011-09-27,18.00,12474.00,Germany,Charge,Positive,36.00,Registered
557605,C2,Carriage,1,2011-09-27,25.00,14911.00,EIRE,Charge,Positive,25.00,Registered
557627,POST,Postage,1,2011-09-27,18.00,12583.00,France,Charge,Positive,18.00,Registered
557641,DOT,Dotcom Postage,1,2011-09-27,75.71,,United Kingdom,Charge,Positive,75.71,Guest/Unknown
557642,DOT,Dotcom Postage,1,2011-09-27,88.75,,United Kingdom,Charge,Positive,88.75,Guest/Unknown
557643,DOT,Dotcom Postage,1,2011-09-27,129.08,,United Kingdom,Charge,Positive,129.08,Guest/Unknown
557644,DOT,Dotcom Postage,1,2011-09-27,138.46,,United Kingdom,Charge,Positive,138.46,Guest/Unknown
557645,DOT,Dotcom Postage,1,2011-09-27,87.75,,United Kingdom,Charge,Positive,87.75,Guest/Unknown
557669,POST,Postage,2,2011-09-27,18.00,12674.00,France,Charge,Positive,36.00,Registered
557675,POST,Postage,1,2011-09-27,15.00,,Hong Kong,Charge,Positive,15.00,Guest/Unknown
557734,POST,Postage,2,2011-09-27,18.00,12684.00,France,Charge,Positive,36.00,Registered
557742,C2,Carriage,1,2011-09-27,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
557754,POST,Postage,1,2011-09-28,700.00,12432.00,Norway,Charge,Positive,700.00,Registered
557759,C2,Carriage,1,2011-09-28,50.00,14156.00,EIRE,Charge,Positive,50.00,Registered
557768,POST,Postage,1,2011-09-28,3.01,,United Kingdom,Charge,Positive,3.01,Guest/Unknown
557789,POST,Postage,3,2011-09-28,15.00,12379.00,Belgium,Charge,Positive,45.00,Registered
557803,POST,Postage,1,2011-09-28,40.00,12704.00,Finland,Charge,Positive,40.00,Registered
557850,POST,Postage,2,2011-09-28,18.00,12720.00,Germany,Charge,Positive,36.00,Registered
557872,C2,Carriage,1,2011-09-28,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
557885,POST,Postage,2,2011-09-28,15.00,12465.00,Belgium,Charge,Positive,30.00,Registered
557889,POST,Postage,2,2011-09-28,18.00,12412.00,Denmark,Charge,Positive,36.00,Registered
557937,DOT,Dotcom Postage,1,2011-09-28,157.81,,United Kingdom,Charge,Positive,157.81,Guest/Unknown
557938,DOT,Dotcom Postage,1,2011-09-28,159.78,,United Kingdom,Charge,Positive,159.78,Guest/Unknown
557939,POST,Postage,2,2011-09-28,40.00,12697.00,Sweden,Charge,Positive,80.00,Registered
557972,POST,Postage,2,2011-09-28,18.00,12500.00,Germany,Charge,Positive,36.00,Registered
558041,POST,Postage,3,2011-09-29,40.00,12422.00,Switzerland,Charge,Positive,120.00,Registered
558045,POST,Postage,3,2011-09-29,18.00,12615.00,France,Charge,Positive,54.00,Registered
558046,C2,Carriage,1,2011-09-29,50.00,,EIRE,Charge,Positive,50.00,Guest/Unknown
558066,DOT,Dotcom Postage,1,2011-09-29,150.77,,United Kingdom,Charge,Positive,150.77,Guest/Unknown
558068,DOT,Dotcom Postage,1,2011-09-29,150.71,,United Kingdom,Charge,Positive,150.71,Guest/Unknown
558089,POST,Postage,3,2011-09-29,40.00,13505.00,Switzerland,Charge,Positive,120.00,Registered
558108,POST,Postage,1,2011-09-29,28.00,12548.00,Spain,Charge,Positive,28.00,Registered
558116,DOT,Dotcom Postage,1,2011-09-29,200.58,,United Kingdom,Charge,Positive,200.58,Guest/Unknown
558117,DOT,Dotcom Postage,1,2011-09-29,62.46,,United Kingdom,Charge,Positive,62.46,Guest/Unknown
558118,DOT,Dotcom Postage,1,2011-09-29,131.58,,United Kingdom,Charge,Positive,131.58,Guest/Unknown
558119,DOT,Dotcom Postage,1,2011-09-29,189.79,,United Kingdom,Charge,Positive,189.79,Guest/Unknown
558120,DOT,Dotcom Postage,1,2011-09-29,55.08,,United Kingdom,Charge,Positive,55.08,Guest/Unknown
558124,POST,Postage,1,2011-09-29,18.00,12493.00,France,Charge,Positive,18.00,Registered
558240,DOT,Dotcom Postage,1,2011-09-30,147.53,,United Kingdom,Charge,Positive,147.53,Guest/Unknown
558316,DOT,Dotcom Postage,1,2011-09-30,107.58,,United Kingdom,Charge,Positive,107.58,Guest/Unknown
558319,DOT,Dotcom Postage,1,2011-09-30,58.33,,United Kingdom,Charge,Positive,58.33,Guest/Unknown
558321,DOT,Dotcom Postage,1,2011-09-30,81.33,,United Kingdom,Charge,Positive,81.33,Guest/Unknown
558334,POST,Postage,1,2011-09-30,18.00,12599.00,France,Charge,Positive,18.00,Registered
558475,DOT,Dotcom Postage,1,2011-10-13,858.46,,United Kingdom,Charge,Positive,858.46,Guest/Unknown
558608,POST,Postage,1,2011-10-13,18.00,12524.00,Germany,Charge,Positive,18.00,Registered
558614,DOT,Dotcom Postage,1,2011-10-13,264.65,,United Kingdom,Charge,Positive,264.65,Guest/Unknown
558623,POST,Postage,1,2011-10-13,15.00,12395.00,Belgium,Charge,Positive,15.00,Registered
558626,POST,Postage,1,2011-10-13,18.00,12569.00,Germany,Charge,Positive,18.00,Registered
558628,POST,Postage,5,2011-10-13,18.00,12626.00,Germany,Charge,Positive,90.00,Registered
558640,C2,Carriage,1,2011-10-14,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
558644,C2,Carriage,1,2011-10-14,50.00,14156.00,EIRE,Charge,Positive,50.00,Registered
558680,DOT,Dotcom Postage,1,2011-10-14,64.88,,United Kingdom,Charge,Positive,64.88,Guest/Unknown
558681,DOT,Dotcom Postage,1,2011-10-14,65.67,,United Kingdom,Charge,Positive,65.67,Guest/Unknown
558682,DOT,Dotcom Postage,1,2011-10-14,126.54,,United Kingdom,Charge,Positive,126.54,Guest/Unknown
558683,DOT,Dotcom Postage,1,2011-10-14,112.50,,United Kingdom,Charge,Positive,112.50,Guest/Unknown
558687,POST,Postage,1,2011-10-14,18.00,12598.00,France,Charge,Positive,18.00,Registered
558699,POST,Postage,1,2011-10-14,18.00,12494.00,France,Charge,Positive,18.00,Registered
558717,POST,Postage,1,2011-10-14,18.00,12710.00,Germany,Charge,Positive,18.00,Registered
558774,DOT,Dotcom Postage,1,2011-10-16,206.66,,United Kingdom,Charge,Positive,206.66,Guest/Unknown
558777,DOT,Dotcom Postage,1,2011-10-16,304.24,,United Kingdom,Charge,Positive,304.24,Guest/Unknown
558808,DOT,Dotcom Postage,1,2011-10-16,42.75,,United Kingdom,Charge,Positive,42.75,Guest/Unknown
558809,DOT,Dotcom Postage,1,2011-10-16,146.50,,United Kingdom,Charge,Positive,146.50,Guest/Unknown
558810,DOT,Dotcom Postage,1,2011-10-16,196.79,,United Kingdom,Charge,Positive,196.79,Guest/Unknown
558811,DOT,Dotcom Postage,1,2011-10-16,57.63,,United Kingdom,Charge,Positive,57.63,Guest/Unknown
558813,POST,Postage,3,2011-10-16,18.00,12682.00,France,Charge,Positive,54.00,Registered
558835,DOT,Dotcom Postage,1,2011-10-16,54.25,,United Kingdom,Charge,Positive,54.25,Guest/Unknown
558837,DOT,Dotcom Postage,1,2011-10-16,117.63,,United Kingdom,Charge,Positive,117.63,Guest/Unknown
558904,DOT,Dotcom Postage,1,2011-10-17,306.35,,United Kingdom,Charge,Positive,306.35,Guest/Unknown
558908,C2,Carriage,1,2011-10-17,50.00,13338.00,United Kingdom,Charge,Positive,50.00,Registered
559004,POST,Postage,4,2011-10-17,40.00,12428.00,Finland,Charge,Positive,160.00,Registered
559010,C2,Carriage,1,2011-10-17,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
559039,DOT,Dotcom Postage,1,2011-10-17,116.71,,United Kingdom,Charge,Positive,116.71,Guest/Unknown
559040,DOT,Dotcom Postage,1,2011-10-17,39.50,,United Kingdom,Charge,Positive,39.50,Guest/Unknown
559041,DOT,Dotcom Postage,1,2011-10-17,24.67,,United Kingdom,Charge,Positive,24.67,Guest/Unknown
559042,DOT,Dotcom Postage,1,2011-10-17,75.67,,United Kingdom,Charge,Positive,75.67,Guest/Unknown
559043,DOT,Dotcom Postage,1,2011-10-17,158.71,,United Kingdom,Charge,Positive,158.71,Guest/Unknown
559051,DOT,Dotcom Postage,1,2011-10-17,201.84,,United Kingdom,Charge,Positive,201.84,Guest/Unknown
559052,DOT,Dotcom Postage,1,2011-10-17,576.18,,United Kingdom,Charge,Positive,576.18,Guest/Unknown
559055,DOT,Dotcom Postage,1,2011-10-17,531.65,,United Kingdom,Charge,Positive,531.65,Guest/Unknown
559058,POST,Postage,6,2011-10-18,15.00,12407.00,Belgium,Charge,Positive,90.00,Registered
559134,POST,Postage,5,2011-10-18,18.00,12700.00,France,Charge,Positive,90.00,Registered
559135,POST,Postage,1,2011-10-18,28.00,12455.00,Spain,Charge,Positive,28.00,Registered
559162,DOT,Dotcom Postage,1,2011-10-18,231.61,,United Kingdom,Charge,Positive,231.61,Guest/Unknown
559163,DOT,Dotcom Postage,1,2011-10-18,240.41,,United Kingdom,Charge,Positive,240.41,Guest/Unknown
559173,POST,Postage,2,2011-10-18,28.00,12540.00,Spain,Charge,Positive,56.00,Registered
559295,POST,Postage,2,2011-10-18,15.00,12362.00,Belgium,Charge,Positive,30.00,Registered
559298,POST,Postage,6,2011-10-18,18.00,12471.00,Germany,Charge,Positive,108.00,Registered
559316,POST,Postage,1,2011-10-18,18.00,12647.00,Germany,Charge,Positive,18.00,Registered
559337,DOT,Dotcom Postage,1,2011-10-19,298.31,,United Kingdom,Charge,Positive,298.31,Guest/Unknown
559338,DOT,Dotcom Postage,1,2011-10-19,296.61,,United Kingdom,Charge,Positive,296.61,Guest/Unknown
559362,POST,Postage,3,2011-10-19,18.00,12635.00,Germany,Charge,Positive,54.00,Registered
559418,POST,Postage,3,2011-10-19,18.00,12681.00,France,Charge,Positive,54.00,Registered
559421,POST,Postage,1,2011-10-19,18.00,12648.00,Germany,Charge,Positive,18.00,Registered
559422,POST,Postage,2,2011-10-19,18.00,12553.00,France,Charge,Positive,36.00,Registered
559441,POST,Postage,2,2011-10-19,18.00,12583.00,France,Charge,Positive,36.00,Registered
559488,DOT,Dotcom Postage,1,2011-10-19,191.67,,United Kingdom,Charge,Positive,191.67,Guest/Unknown
559489,DOT,Dotcom Postage,1,2011-10-19,69.00,,United Kingdom,Charge,Positive,69.00,Guest/Unknown
559490,DOT,Dotcom Postage,1,2011-10-19,3.29,,United Kingdom,Charge,Positive,3.29,Guest/Unknown
559491,DOT,Dotcom Postage,1,2011-10-19,164.54,,United Kingdom,Charge,Positive,164.54,Guest/Unknown
559492,DOT,Dotcom Postage,1,2011-10-19,56.04,,United Kingdom,Charge,Positive,56.04,Guest/Unknown
559493,DOT,Dotcom Postage,1,2011-10-19,166.96,,United Kingdom,Charge,Positive,166.96,Guest/Unknown
559494,DOT,Dotcom Postage,1,2011-10-19,69.92,,United Kingdom,Charge,Positive,69.92,Guest/Unknown
559496,DOT,Dotcom Postage,1,2011-10-19,19.75,,United Kingdom,Charge,Positive,19.75,Guest/Unknown
559497,DOT,Dotcom Postage,1,2011-10-19,142.29,,United Kingdom,Charge,Positive,142.29,Guest/Unknown
559506,DOT,Dotcom Postage,1,2011-10-19,319.82,,United Kingdom,Charge,Positive,319.82,Guest/Unknown
559514,DOT,Dotcom Postage,1,2011-10-20,57.67,,United Kingdom,Charge,Positive,57.67,Guest/Unknown
559515,DOT,Dotcom Postage,1,2011-10-20,36.17,,United Kingdom,Charge,Positive,36.17,Guest/Unknown
559517,DOT,Dotcom Postage,1,2011-10-20,16.42,,United Kingdom,Charge,Positive,16.42,Guest/Unknown
559518,DOT,Dotcom Postage,1,2011-10-20,92.88,,United Kingdom,Charge,Positive,92.88,Guest/Unknown
559607,POST,Postage,5,2011-10-20,18.00,12681.00,France,Charge,Positive,90.00,Registered
559680,POST,Postage,2,2011-10-20,50.00,12717.00,Greece,Charge,Positive,100.00,Registered
559685,POST,Postage,1,2011-10-20,18.00,12599.00,France,Charge,Positive,18.00,Registered
559693,DOT,Dotcom Postage,1,2011-10-21,275.11,,United Kingdom,Charge,Positive,275.11,Guest/Unknown
559699,POST,Postage,1,2011-10-21,18.00,12682.00,France,Charge,Positive,18.00,Registered
559704,POST,Postage,4,2011-10-21,18.00,12669.00,France,Charge,Positive,72.00,Registered
559707,POST,Postage,2,2011-10-21,40.00,12358.00,Austria,Charge,Positive,80.00,Registered
559710,POST,Postage,1,2011-10-21,18.00,12474.00,Germany,Charge,Positive,18.00,Registered
559799,DOT,Dotcom Postage,1,2011-10-21,23.00,,United Kingdom,Charge,Positive,23.00,Guest/Unknown
559800,DOT,Dotcom Postage,1,2011-10-21,34.50,,United Kingdom,Charge,Positive,34.50,Guest/Unknown
559801,DOT,Dotcom Postage,1,2011-10-21,90.42,,United Kingdom,Charge,Positive,90.42,Guest/Unknown
559802,DOT,Dotcom Postage,1,2011-10-21,175.88,,United Kingdom,Charge,Positive,175.88,Guest/Unknown
559816,DOT,Dotcom Postage,1,2011-10-23,375.64,,United Kingdom,Charge,Positive,375.64,Guest/Unknown
559817,DOT,Dotcom Postage,1,2011-10-23,169.55,,United Kingdom,Charge,Positive,169.55,Guest/Unknown
559819,POST,Postage,1,2011-10-23,18.00,12682.00,France,Charge,Positive,18.00,Registered
559835,POST,Postage,1,2011-10-23,15.00,13509.00,United Kingdom,Charge,Positive,15.00,Registered
559862,POST,Postage,4,2011-10-23,28.00,12782.00,Portugal,Charge,Positive,112.00,Registered
559889,POST,Postage,1,2011-10-23,145.00,12678.00,France,Charge,Positive,145.00,Registered
559890,POST,Postage,1,2011-10-23,15.00,12464.00,Belgium,Charge,Positive,15.00,Registered
559899,POST,Postage,3,2011-10-23,18.00,12528.00,Germany,Charge,Positive,54.00,Registered
559914,DOT,Dotcom Postage,1,2011-10-23,198.75,,United Kingdom,Charge,Positive,198.75,Guest/Unknown
559923,DOT,Dotcom Postage,1,2011-10-24,240.67,,United Kingdom,Charge,Positive,240.67,Guest/Unknown
559928,POST,Postage,8,2011-10-24,40.00,12405.00,Finland,Charge,Positive,320.00,Registered
559987,POST,Postage,5,2011-10-24,18.00,12619.00,Germany,Charge,Positive,90.00,Registered
560041,C2,Carriage,1,2011-10-24,50.00,14156.00,EIRE,Charge,Positive,50.00,Registered
560090,DOT,Dotcom Postage,1,2011-10-24,255.83,,United Kingdom,Charge,Positive,255.83,Guest/Unknown
560119,POST,Postage,2,2011-10-24,40.00,12815.00,Poland,Charge,Positive,80.00,Registered
560187,POST,Postage,1,2011-10-24,550.94,17444.00,Canada,Charge,Positive,550.94,Registered
560202,POST,Postage,4,2011-10-24,18.00,12712.00,Germany,Charge,Positive,72.00,Registered
560211,POST,Postage,3,2011-10-24,18.00,12621.00,Germany,Charge,Positive,54.00,Registered
560225,DOT,Dotcom Postage,1,2011-10-24,377.33,,United Kingdom,Charge,Positive,377.33,Guest/Unknown
560230,POST,Postage,2,2011-10-25,18.00,12600.00,Germany,Charge,Positive,36.00,Registered
560272,POST,Postage,1,2011-10-25,18.00,12691.00,France,Charge,Positive,18.00,Registered
560290,DOT,Dotcom Postage,1,2011-10-25,82.21,,United Kingdom,Charge,Positive,82.21,Guest/Unknown
560291,DOT,Dotcom Postage,1,2011-10-25,120.17,,United Kingdom,Charge,Positive,120.17,Guest/Unknown
560292,DOT,Dotcom Postage,1,2011-10-25,88.83,,United Kingdom,Charge,Positive,88.83,Guest/Unknown
560293,DOT,Dotcom Postage,1,2011-10-25,153.92,,United Kingdom,Charge,Positive,153.92,Guest/Unknown
560294,DOT,Dotcom Postage,1,2011-10-25,49.46,,United Kingdom,Charge,Positive,49.46,Guest/Unknown
560296,DOT,Dotcom Postage,1,2011-10-25,135.13,,United Kingdom,Charge,Positive,135.13,Guest/Unknown
560298,DOT,Dotcom Postage,1,2011-10-25,177.96,,United Kingdom,Charge,Positive,177.96,Guest/Unknown
560363,POST,Postage,1,2011-10-25,18.00,12589.00,France,Charge,Positive,18.00,Registered
560433,DOT,Dotcom Postage,1,2011-10-26,188.15,,United Kingdom,Charge,Positive,188.15,Guest/Unknown
560434,DOT,Dotcom Postage,1,2011-10-26,323.05,,United Kingdom,Charge,Positive,323.05,Guest/Unknown
560452,POST,Postage,1,2011-10-26,18.00,12682.00,France,Charge,Positive,18.00,Registered
560534,C2,Carriage,1,2011-10-26,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
560545,POST,Postage,1,2011-10-27,18.00,12569.00,Germany,Charge,Positive,18.00,Registered
560549,POST,Postage,2,2011-10-27,40.00,12664.00,Finland,Charge,Positive,80.00,Registered
560566,POST,Postage,2,2011-10-27,18.00,12662.00,Germany,Charge,Positive,36.00,Registered
560569,POST,Postage,3,2011-10-27,18.00,12480.00,Germany,Charge,Positive,54.00,Registered
560607,POST,Postage,3,2011-10-27,28.00,12510.00,Spain,Charge,Positive,84.00,Registered
560635,POST,Postage,3,2011-10-27,18.00,12521.00,Germany,Charge,Positive,54.00,Registered
560710,POST,Postage,1,2011-10-27,15.00,14646.00,Netherlands,Charge,Positive,15.00,Registered
560728,POST,Postage,2,2011-10-27,18.00,12520.00,Germany,Charge,Positive,36.00,Registered
560755,DOT,Dotcom Postage,1,2011-10-27,0.35,,United Kingdom,Charge,Positive,0.35,Guest/Unknown
560772,DOT,Dotcom Postage,1,2011-10-28,268.05,,United Kingdom,Charge,Positive,268.05,Guest/Unknown
560773,DOT,Dotcom Postage,1,2011-10-28,252.11,,United Kingdom,Charge,Positive,252.11,Guest/Unknown
560777,DOT,Dotcom Postage,1,2011-10-28,79.00,,United Kingdom,Charge,Positive,79.00,Guest/Unknown
560778,DOT,Dotcom Postage,1,2011-10-28,79.83,,United Kingdom,Charge,Positive,79.83,Guest/Unknown
560779,DOT,Dotcom Postage,1,2011-10-28,178.71,,United Kingdom,Charge,Positive,178.71,Guest/Unknown
560780,DOT,Dotcom Postage,1,2011-10-28,233.04,,United Kingdom,Charge,Positive,233.04,Guest/Unknown
560783,POST,Postage,4,2011-10-28,15.00,15108.00,European Community,Charge,Positive,60.00,Registered
560876,POST,Postage,6,2011-10-28,18.00,12626.00,Germany,Charge,Positive,108.00,Registered
560901,POST,Postage,7,2011-10-30,18.00,12476.00,Germany,Charge,Positive,126.00,Registered
560916,C2,Carriage,1,2011-10-30,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
560922,C2,Carriage,1,2011-10-30,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
560926,DOT,Dotcom Postage,1,2011-10-30,356.70,,United Kingdom,Charge,Positive,356.70,Guest/Unknown
560991,POST,Postage,3,2011-10-30,40.00,12438.00,Norway,Charge,Positive,120.00,Registered
560997,POST,Postage,4,2011-10-30,18.00,12627.00,Germany,Charge,Positive,72.00,Registered
561029,POST,Postage,2,2011-10-30,18.00,12490.00,France,Charge,Positive,36.00,Registered
561037,POST,Postage,3,2011-10-30,18.00,12472.00,Germany,Charge,Positive,54.00,Registered
561057,POST,Postage,1,2011-10-30,2.90,17935.00,United Kingdom,Charge,Positive,2.90,Registered
561090,DOT,Dotcom Postage,1,2011-10-30,53.54,,United Kingdom,Charge,Positive,53.54,Guest/Unknown
561091,DOT,Dotcom Postage,1,2011-10-31,75.79,,United Kingdom,Charge,Positive,75.79,Guest/Unknown
561093,POST,Postage,6,2011-10-31,28.00,12540.00,Spain,Charge,Positive,168.00,Registered
561094,POST,Postage,2,2011-10-31,18.00,12474.00,Germany,Charge,Positive,36.00,Registered
561102,POST,Postage,1,2011-10-31,18.00,12412.00,Denmark,Charge,Positive,18.00,Registered
561116,POST,Postage,5,2011-10-31,40.00,13520.00,Switzerland,Charge,Positive,200.00,Registered
561209,DOT,Dotcom Postage,1,2011-10-31,299.72,,United Kingdom,Charge,Positive,299.72,Guest/Unknown
561214,DOT,Dotcom Postage,1,2011-10-31,135.08,,United Kingdom,Charge,Positive,135.08,Guest/Unknown
561216,POST,Postage,8,2011-10-31,15.00,14606.00,United Kingdom,Charge,Positive,120.00,Registered
561217,DOT,Dotcom Postage,1,2011-10-31,234.63,,United Kingdom,Charge,Positive,234.63,Guest/Unknown
561218,DOT,Dotcom Postage,1,2011-10-31,162.95,,United Kingdom,Charge,Positive,162.95,Guest/Unknown
561245,DOT,Dotcom Postage,1,2011-10-31,6.58,,United Kingdom,Charge,Positive,6.58,Guest/Unknown
561257,C2,Carriage,1,2011-10-31,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
561368,POST,Postage,1,2011-10-31,36.50,14866.00,United Kingdom,Charge,Positive,36.50,Registered
561369,DOT,Dotcom Postage,1,2011-10-31,151.61,,United Kingdom,Charge,Positive,151.61,Guest/Unknown
561371,DOT,Dotcom Postage,1,2011-10-31,122.99,,United Kingdom,Charge,Positive,122.99,Guest/Unknown
561372,POST,Postage,1,2011-10-31,13.31,,United Kingdom,Charge,Positive,13.31,Guest/Unknown
561468,POST,Postage,5,2011-11-13,18.00,12709.00,Germany,Charge,Positive,90.00,Registered
561470,POST,Postage,1,2011-11-13,18.00,12523.00,France,Charge,Positive,18.00,Registered
561507,POST,Postage,7,2011-11-13,15.00,12397.00,Belgium,Charge,Positive,105.00,Registered
561513,DOT,Dotcom Postage,1,2011-11-13,114.62,,United Kingdom,Charge,Positive,114.62,Guest/Unknown
561515,DOT,Dotcom Postage,1,2011-11-13,133.30,,United Kingdom,Charge,Positive,133.30,Guest/Unknown
561583,POST,Postage,3,2011-11-13,18.00,13813.00,Germany,Charge,Positive,54.00,Registered
561631,C2,Carriage,1,2011-11-13,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
561651,DOT,Dotcom Postage,1,2011-11-13,180.50,,United Kingdom,Charge,Positive,180.50,Guest/Unknown
561662,POST,Postage,2,2011-11-13,15.00,12407.00,Belgium,Charge,Positive,30.00,Registered
561667,C2,Carriage,1,2011-11-13,50.00,,EIRE,Charge,Positive,50.00,Guest/Unknown
561669,POST,Postage,6,2011-11-13,28.00,12507.00,Spain,Charge,Positive,168.00,Registered
561795,POST,Postage,3,2011-11-14,18.00,12716.00,France,Charge,Positive,54.00,Registered
561820,DOT,Dotcom Postage,1,2011-11-14,185.66,,United Kingdom,Charge,Positive,185.66,Guest/Unknown
561890,POST,Postage,2,2011-11-14,40.00,12697.00,Sweden,Charge,Positive,80.00,Registered
561898,POST,Postage,7,2011-11-14,40.00,12456.00,Switzerland,Charge,Positive,280.00,Registered
561911,POST,Postage,6,2011-11-14,18.00,12534.00,Germany,Charge,Positive,108.00,Registered
562024,DOT,Dotcom Postage,1,2011-11-14,142.94,,United Kingdom,Charge,Positive,142.94,Guest/Unknown
562034,POST,Postage,6,2011-11-14,15.00,12449.00,Belgium,Charge,Positive,90.00,Registered
562035,POST,Postage,2,2011-11-14,18.00,12627.00,Germany,Charge,Positive,36.00,Registered
562037,POST,Postage,3,2011-11-14,15.00,13023.00,United Kingdom,Charge,Positive,45.00,Registered
562038,POST,Postage,1,2011-11-14,18.00,12633.00,Germany,Charge,Positive,18.00,Registered
562047,POST,Postage,1,2011-11-14,4.95,17788.00,United Kingdom,Charge,Positive,4.95,Registered
562113,DOT,Dotcom Postage,1,2011-11-15,150.59,,United Kingdom,Charge,Positive,150.59,Guest/Unknown
562114,DOT,Dotcom Postage,1,2011-11-15,119.51,,United Kingdom,Charge,Positive,119.51,Guest/Unknown
562207,POST,Postage,9,2011-11-15,15.00,12643.00,France,Charge,Positive,135.00,Registered
562264,DOT,Dotcom Postage,1,2011-11-15,133.06,,United Kingdom,Charge,Positive,133.06,Guest/Unknown
562273,POST,Postage,6,2011-11-15,28.00,12502.00,Spain,Charge,Positive,168.00,Registered
562274,POST,Postage,2,2011-11-15,40.00,12704.00,Finland,Charge,Positive,80.00,Registered
562275,POST,Postage,2,2011-11-15,18.00,12689.00,France,Charge,Positive,36.00,Registered
562287,POST,Postage,1,2011-11-15,28.00,12455.00,Spain,Charge,Positive,28.00,Registered
562370,POST,Postage,4,2011-11-15,18.00,12626.00,Germany,Charge,Positive,72.00,Registered
562417,DOT,Dotcom Postage,1,2011-11-16,141.50,,United Kingdom,Charge,Positive,141.50,Guest/Unknown
562420,DOT,Dotcom Postage,1,2011-11-16,170.98,,United Kingdom,Charge,Positive,170.98,Guest/Unknown
