invoice,sku_code,description,qty,inventory_category,invoice_date,unit_price,customer_id,country,transaction_type,revenue_amount,customer_status
549137,84459B,Unknown,-7,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549138,22988,Unknown,12,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549139,22988,Unknown,-91,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549140,35819B,Unknown,7,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549141,35819B,Unknown,70,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549142,35650,Unknown,-24,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549143,84597C,Unknown,-17,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549144,21416,Unknown,-14,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549145,21421,Unknown,26,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549146,85017A,Unknown,-10,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549147,20773,Unknown,-4,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549149,35649,Unknown,-43,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549150,79336,Unknown,-47,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549151,21664,Unknown,20,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549156,17013D,Unknown,-9,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549157,21511,Unknown,-9,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549158,21910,Unknown,-1,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549159,22052,Unknown,-25,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549160,81953P,Unknown,-7,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549161,21518,Unknown,-31,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549163,84247L,Unknown,8,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549164,16169P,Unknown,-75,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549165,35815P,Unknown,-63,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549166,44265,Unknown,3,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549167,84846A,Unknown,-8,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549168,21161,Unknown,-10,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549170,82545A,Unknown,-4,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549171,84251F,Unknown,-2,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549172,21637,Unknown,-139,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549173,84218,Unknown,-2,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549174,21160,Unknown,-7,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549175,21171,Unknown,-30,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549176,35603B,Unknown,-12,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549177,20821,Unknown,9,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549178,47502,Unknown,-19,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549179,84007,Unknown,-3,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549180,84522,Unknown,-30,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549244,79331,Unknown,-3,Unknown,15-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549264,21337,Unknown,-21,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549266,84593,Unknown,-5,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549267,46037A,Unknown,-5,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549268,84856S,Unknown,-7,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549270,84856L,Unknown,-27,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549271,62096B,Unknown,-2,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549326,21738,Unknown,-5,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549327,84912A,Unknown,70,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549328,51008,Unknown,-110,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549329,84989A,Unknown,-1,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549330,84251J,Unknown,-28,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549331,40018F,Unknown,-22,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549332,84864A,Unknown,-2,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549340,20774,Unknown,-11,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549342,35818B,Unknown,-53,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549343,72815,Unknown,-3,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549344,21825,Unknown,-14,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549345,20748,Unknown,12,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549346,22033,Unknown,-50,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549347,35914,Unknown,10,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549348,84251B,Unknown,-60,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549349,10123G,Unknown,-38,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549350,84597B,Unknown,-13,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549351,85006,Unknown,-21,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549355,84899F,Unknown,-5,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549371,84921,Unknown,-17,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549373,85008,Unknown,-2,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549374,20775,Unknown,-29,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549375,20863,Unknown,-6,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549376,17014A,Unknown,11,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549426,22078,Unknown,-201,Unknown,16-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549453,84857C,Unknown,24,Unknown,17-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549454,84858C,Unknown,46,Unknown,17-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549455,84858C,Unknown,-10,Unknown,17-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549456,47341A,Unknown,-6,Unknown,17-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549457,47344B,Unknown,-16,Unknown,17-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549458,62097B,Unknown,-6,Unknown,17-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549459,62043B,Unknown,7,Unknown,17-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549460,20716,Unknown,-82,Unknown,17-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549461,20731,Unknown,-16,Unknown,17-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549462,84910A,Unknown,-16,Unknown,17-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549463,84919,Unknown,-17,Unknown,17-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549464,20701,Unknown,-6,Unknown,17-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549465,84415B,Unknown,-5,Unknown,17-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549466,20816,Unknown,-11,Unknown,17-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549470,46775D,Unknown,-8,Unknown,17-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549489,85146,Unknown,8,Unknown,17-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549492,21736,Unknown,5,Unknown,17-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549494,22168,Unknown,6,Unknown,17-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549497,21527,Unknown,3,Unknown,17-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549498,22847,Unknown,1,Unknown,17-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549500,79321,Unknown,1,Unknown,17-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549502,84459B,Unknown,1,Unknown,17-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549506,22415,Unknown,-31,Unknown,17-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549510,84559B,Unknown,-158,Unknown,17-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549514,20820,Unknown,-3,Unknown,17-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549528,21422,Unknown,-55,Unknown,17-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549695,84751B,Unknown,-24,Unknown,20-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549848,84531A,Unknown,-34,Unknown,20-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
549849,84531B,Unknown,-23,Unknown,20-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550133,85099F,Unknown,-1092,Unknown,22-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550501,35915C,Unknown,30,Unknown,28-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550502,84535A,Unknown,320,Unknown,28-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550757,16202B,Unknown,-9,Unknown,30-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550758,85017A,Unknown,-8,Unknown,30-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550759,21087,Unknown,-7,Unknown,30-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550760,84750B,Unknown,-4,Unknown,30-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550761,84388,Unknown,6,Unknown,30-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550762,85030,Unknown,-9,Unknown,30-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550763,84666,Unknown,-5,Unknown,30-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550815,85027L,Unknown,8,Unknown,30-06-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550926,22469,Unknown,8,Unknown,13-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550927,84990,Unknown,1,Unknown,13-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550928,22867,Unknown,3,Unknown,13-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550929,22470,Unknown,2,Unknown,13-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550930,22988,Unknown,2,Unknown,13-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550943,21316,Unknown,-5,Unknown,13-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550945,79329,Unknown,-2,Unknown,13-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550970,82599,Unknown,-11,Unknown,13-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550975,20941,Unknown,20,Unknown,13-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550976,84921,Unknown,6,Unknown,13-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550977,85200,Unknown,6,Unknown,13-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550979,85145,Unknown,9,Unknown,13-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550980,21445,Unknown,1,Unknown,13-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550981,21911,Unknown,1,Unknown,13-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550982,22632,Unknown,5,Unknown,13-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550983,22866,Unknown,4,Unknown,13-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550984,85008,Unknown,1,Unknown,13-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
550985,22777,Unknown,4,Unknown,13-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551126,82483,Unknown,18,Unknown,14-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551168,85068,Unknown,-4,Unknown,14-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551201,16015,Unknown,-620,Unknown,15-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551318,21898,Unknown,60,Unknown,15-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551319,22459,Unknown,65,Unknown,15-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551320,21897,Unknown,60,Unknown,15-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551321,22719,Unknown,36,Unknown,15-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551322,85099F,Unknown,101,Unknown,15-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551326,85017A,Unknown,-2,Unknown,15-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551328,21320,Unknown,-23,Unknown,15-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551394,16015,Unknown,400,Unknown,17-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551422,22084,Unknown,-150,Unknown,17-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551429,10002,Unknown,-3,Unknown,17-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551430,20966,Unknown,-3,Unknown,17-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551431,44091A,Unknown,-2,Unknown,17-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551432,21923,Unknown,-5,Unknown,17-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551433,21784,Unknown,-2,Unknown,17-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551434,20896,Unknown,-5,Unknown,17-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551435,20825,Unknown,-5,Unknown,17-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551441,85136B,Unknown,-4,Unknown,17-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551442,85060,Unknown,-4,Unknown,17-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551443,35920,Unknown,-4,Unknown,17-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551444,35809B,Unknown,-4,Unknown,17-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551446,35594,Unknown,-4,Unknown,17-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551447,35004C,Unknown,-4,Unknown,17-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551448,22734,Unknown,-4,Unknown,17-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551449,22525,Unknown,-4,Unknown,17-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551450,21410,Unknown,-4,Unknown,17-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551451,21330,Unknown,-4,Unknown,17-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551452,84715,Unknown,-3,Unknown,17-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551453,82494L,Unknown,-3,Unknown,17-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551454,78027,Unknown,-3,Unknown,17-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551455,37333,Unknown,-1,Unknown,17-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551456,22795,Unknown,-3,Unknown,17-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551457,22719,Unknown,-3,Unknown,17-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551458,22451,Unknown,3,Unknown,17-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551459,22173,Unknown,-30,Unknown,17-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551460,22173,Unknown,27,Unknown,17-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551461,21806,Unknown,-3,Unknown,17-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551553,22521,Unknown,-90,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551554,22720,Unknown,-4,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551565,85135A,Unknown,-7,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551567,21269,Unknown,13,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551568,21038,Unknown,-6,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551569,85226C,Unknown,-6,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551570,85189,Unknown,-6,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551571,47591A,Unknown,-6,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551572,37424,Unknown,-6,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551573,22726,Unknown,-5,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551574,21692,Unknown,-6,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551575,21412,Unknown,-6,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551577,90100,Unknown,-5,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551578,90037D,Unknown,-5,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551579,85098B,Unknown,-5,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551580,85084,Unknown,-5,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551581,84873A,Unknown,5,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551582,84857A,Unknown,-5,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551583,84482,Unknown,-5,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551586,21120,Unknown,-6,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551589,21854,Unknown,-2,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551663,84548,Unknown,-70,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551664,20933,Unknown,-3,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551666,84750A,Unknown,-10,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551667,84539,Unknown,6,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551668,22444,Unknown,-10,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551669,21355,Unknown,90,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551671,20734,Unknown,-10,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551672,84631,Unknown,-4,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551673,79192A,Unknown,-9,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551689,22625,Unknown,-9,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551690,21143,Unknown,-9,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551691,18098C,Unknown,10,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551692,84685,Unknown,14,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551694,47589,Unknown,2,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551695,22467,Unknown,-8,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551700,85144,Unknown,-38,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551701,84683,Unknown,-2,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551704,22656,Unknown,-2,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551722,20975,Unknown,-170,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551723,22136,Unknown,-23,Unknown,18-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551838,35609A,Unknown,-51,Unknown,19-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551900,20778,Unknown,2,Unknown,19-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551964,20851,Unknown,1,Unknown,19-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
551965,21429,Unknown,1,Unknown,19-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552050,84916,Unknown,-32,Unknown,20-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552052,84917,Unknown,-8,Unknown,20-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552214,84872A,Unknown,-12,Unknown,21-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552215,17096,Unknown,-41,Unknown,21-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552216,21363,Unknown,-19,Unknown,21-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552218,84406B,Unknown,-38,Unknown,21-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552219,22073,Unknown,-56,Unknown,21-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552220,22202,Unknown,1,Unknown,21-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552221,21043,Unknown,-38,Unknown,21-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552222,21974,Unknown,-45,Unknown,21-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552223,22524,Unknown,-49,Unknown,21-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552224,84766,Unknown,-37,Unknown,21-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552225,22775,Unknown,-40,Unknown,21-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552226,22035,Unknown,-160,Unknown,21-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552227,84596J,Unknown,70,Unknown,21-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552228,84912B,Unknown,-93,Unknown,21-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552527,20964,Unknown,2,Unknown,25-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552653,22926,Unknown,-48,Unknown,25-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552763,21137,Unknown,-25,Unknown,27-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552766,22084,Unknown,-56,Unknown,27-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552767,79164,Unknown,-47,Unknown,27-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552768,22087,Unknown,-26,Unknown,27-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
552979,35970,Unknown,-217,Unknown,28-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553041,22521,Unknown,-9,Unknown,29-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553163,22726,Unknown,1,Unknown,31-07-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553349,22719,Unknown,1,Unknown,15-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553399,84789,Unknown,-2,Unknown,16-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553401,22060,Unknown,-16,Unknown,16-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553413,21259,Unknown,-51,Unknown,16-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553480,21143,Unknown,24,Unknown,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553548,75131,Unknown,-48,Unknown,17-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553651,46126A,Unknown,-23,Unknown,18-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
553652,20826,Unknown,-168,Unknown,18-08-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
